id,name__la,name__eo,name__de,name__pl,name__en,name__ksh,name__fi,name__it,name__nl,name__sv,name__fr,name__es,name__de_ch,name__en_ca,name__en_gb,name__nb,name__da,name__nn,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ksh,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__simple,wikipedia__sv,image,gender,identifier__IMDB,birth_date,identifier__freebase,family_name,given_name,identifier__journalisted,identifier__NPG,identifier__parliamentDOTuk,identifier__hansard,name__cy,name__ru,name__tr,name__zh,name__uk,name__yue,name__fa,wikipedia__cy,wikipedia__da,wikipedia__enwikisource,wikipedia__es,wikipedia__no,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NNDB,identifier__Munzinger,name__ja,wikipedia__ja,identifier__BNF,identifier__NTA,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__et,name__eu,name__ga,name__gl,name__hr,name__hu,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__vec,name__wa,wikipedia__itwikiquote,identifier__SUDOC,identifier__CANTIC,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__he,name__vi,name__zh_mo,name__zh_my,wikipedia__cs,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__vi,honorific_prefix,name__el,name__oc,wikipedia__oc,name__rw,name__id,wikipedia__id,wikipedia__rw,website,twitter,name__fo,name__ms,wikipedia__fo,wikipedia__ms,name__hi,wikipedia__hi,wikipedia__pt,name__sh,wikipedia__cswikiquote,wikipedia__sh,wikipedia__ga,wikipedia__ro,identifier__EuroparlMEP,name__ar,identifier__NLAtrove,name__si,wikipedia__si,name__ne,wikipedia__ne,name__pt_br,name__mg,wikipedia__mg,identifier__ULAN,name__mk,name__ckb,name__ie,name__pa,name__bg,name__ko,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__ckb,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__is,wikipedia__ko,wikipedia__pa,wikipedia__plwikiquote,name__nan,wikipedia__zh_min_nan,name__arz,name__az,name__bcl,name__be,name__bi,name__gd,name__gv,name__hak,name__hsb,name__hy,name__io,name__jv,name__ka,name__kw,name__lv,name__mr,name__my,name__new,name__os,name__pam,name__pnb,name__qu,name__scn,name__so,name__sr,name__ta,name__th,name__tl,name__tt,name__yi,name__yo,name__zu,name__ur,name__war,name__pih,name__bn,name__be_tarask,name__gsw,name__dsb,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sc,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__kl,name__mn,name__kk,name__ks,wikipedia__af,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bi,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__dsb,wikipedia__eowikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__hr,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__ks,wikipedia__kw,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__new,wikipedia__nn,wikipedia__os,wikipedia__pam,wikipedia__pih,wikipedia__pnb,wikipedia__qu,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__scn,wikipedia__sk,wikipedia__so,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zu,identifier__MusicBrainz,identifier__OpenPlaques,facebook,name__vmf,honorific_suffix,email,wikipedia__ukwikiquote,wikipedia__fawikiquote,wikipedia__azwikiquote,wikipedia__li,identifier__NDL,name__sr_ec,name__fy,wikipedia__bar,wikipedia__cawikiquote,wikipedia__fy,name__ku,wikipedia__ku,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ty,identifier__britishmuseum,identifier__GTAA,wikipedia__lrc,identifier__NUKAT,name__lrc,wikipedia__wuu,death_date,name__ht,name__nov,name__tg,name__tpi,name__uz,name__sgs,wikipedia__afwikiquote,wikipedia__als,wikipedia__bat_smg,wikipedia__cywikiquote,wikipedia__ht,wikipedia__hywikiquote,wikipedia__nov,wikipedia__nowikiquote,wikipedia__sl,wikipedia__tg,wikipedia__tpi,wikipedia__uz,wikipedia__wo,identifier__BIBSYS,identifier__parlement,name__mzn,wikipedia__mzn,wikipedia__ptwikiquote,name__tg_latn,wikipedia__bgwikiquote,identifier__NLA,identifier__NKC,identifier__SELIBR,wikipedia__svwikiquote,wikipedia__vo,wikipedia__enwikinews,parlid
Q197894,,,Owen Paterson,Owen Paterson,Owen Paterson,,,,Owen Paterson,Owen Paterson,Owen Paterson,Owen Paterson,,,,Owen Paterson,Owen Paterson,Owen Paterson,Owen Paterson,,Owen Paterson (Politiker),Owen Paterson,,,,Owen Paterson (homme politique),,,,,Owen Paterson,Owen Paterson,Owen Paterson,https://upload.wikimedia.org/wikipedia/commons/0/03/Owen_Paterson_at_US_Department_of_State_October_2010.jpg,male,,1956-06-24,/m/027_4w,,Owen,,,,mr-owen-paterson,,,,彭德森,Оуен Патерсон,彭德森,,,,,,,,,Оуен Патерсон,,彭德森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owen Paterson,Owen Paterson,彭德森,彭德森,彭德森,彭德森,彭德森,彭德森,,,彭德森,彭德森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q216594,Eduardus Miliband,,Ed Miliband,Ed Miliband,Ed Miliband,,Ed Miliband,Ed Miliband,Ed Miliband,Ed Miliband,Ed Miliband,Ed Miliband,,,,Ed Miliband,Ed Miliband,Ed Miliband,Ed Miliband,,Ed Miliband,Ed Miliband,Ed Miliband,,Ed Miliband,Ed Miliband,Ed Miliband,,Eduardus Miliband,Ed Miliband,Ed Miliband,Ed Miliband,Ed Miliband,"https://upload.wikimedia.org/wikipedia/commons/5/56/Ed_Miliband_on_August_27,_2010_cropped.jpg",male,nm2630767,1969-12-24,/m/04qdjv,,Ed,ed-miliband,,commons/edward-miliband/1510,mr-ed-miliband,Ed Miliband,"Милибэнд, Эд",Ed Miliband,文立彬,Ед Мілібенд,文立彬,اد میلیبند,Ed Miliband,Ed Miliband,,Ed Miliband,Ed Miliband,"Милибэнд, Эд",Ed Miliband,Ед Мілібенд,文立彬,文立彬,0000 0001 3896 1534,185408931,1027673198,no2011141588,,00000028402,エド・ミリバンド,エド・ミリバンド,,,,,Ed Miliband,,Ed Miliband,,Ed Miliband,Ed Miliband,,Ed Miliband,,,Ed Miliband,Ed Miliband,,,,,,,Ed Miliband,Ed Miliband,,,,,,Ed Miliband,,,,,艾德·米利班德,艾德·米勒班,文立彬,艾德·米利班德,艾德·米利班德,艾德·米勒班,אד מיליבנד,,文立彬,艾德·米利班德,Ed Miliband,اد میلیبند,,אד מיליבנד,,,Εντ Μίλιμπαντ,,,,Ed Miliband,Ed Miliband,,,,,,,,,,Ed Miliband,,,,Ed Miliband,Ed Miliband,,إد ميلباند,,එඩ්වර්ඩ් මිලිබෑන්ඩ්,එඩ්වර්ඩ් මිලිබෑන්ඩ්,,,,,,,,,Ed Milibrand,,Едуард Милибанд,에드 밀리밴드,إد ميلباند,Едуард Милибанд,Ed Miliband,,Εντ Μίλιμπαντ,Ed Miliband,Ed Miliband,Ed Miliband,에드 밀리밴드,,Ed Miliband,,,اد ميلباند,Ed Milibənd,,Эд Мілібэнд,,,,,,Էդ Միլիբենդ,,,,,Eds Milibends,,,,,,,,,,,எட் மிலிபாண்ட்,,,,,,,,,,,,,,,,,,,,,,Ed Miliband,,,,,,,,,,,,,,,,,,,اد ميليباند,Ed Milibənd,,,Эд Мілібэнд,,,Ed Miliband,,,,,Ed Miliband,,,,,,,,,Էդ Միլիբենդ,,,,,,,,,Eds Milibends,,,,,,,,,,,,,,,,,,எட் மிலிபாண்ட்,,,,,,,,,,,,,,,,,,Ed Milibənd,Ed Miliband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510
Q232639,Margarita Beckett,,Margaret Beckett,Margaret Beckett,Margaret Beckett,,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,,,Margaret Beckett,Margaret Beckett,Margaret Beckett,,Margarita Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,Margaret Beckett,https://upload.wikimedia.org/wikipedia/commons/a/ad/Margaret_Beckett_May_2007.jpg,female,,1943-01-15,/m/01grn7,,Margaret,margaret-beckett,,,miss-margaret-jackson,,Маргарет Мэри Бекетт,Margaret Mary Beckett,玛格丽特·贝克特,Маргарет Беккет,貝嘉晴,مارگرت بکت,,,,Margaret Beckett,Margaret Beckett,"Бекетт, Маргарет Мэри",Margaret Mary Beckett,Маргарет Беккет,貝嘉晴,玛格丽特·贝克特,,197114541,,,,,マーガレット・ベケット,マーガレット・ベケット,,,,,,,,,Margaret Beckettová,,,,Margaret Beckett,,,,,,,,,,,,,,,,,,08277191X,,,,玛格丽特·贝克特,瑪格麗特·貝克特,貝嘉晴,玛格丽特·贝克特,玛格丽特·贝克特,瑪格麗特·貝克特,מרגרט בקט,Margaret Beckett,瑪格麗特·貝克特,玛格丽特·贝克特,Margaret Beckettová,مارگرت بکت,Margaret Beckett,מרגרט בקט,Margaret Beckett,The Right Honourable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q234182,Harriet Harman,,Harriet Harman,Harriet Harman,Harriet Harman,,Harriet Harman,Harriet Harman,Harriet Harman,Harriet Harman,Harriet Harman,Harriet Harman,,,,Harriet Harman,Harriet Harman,Harriet Harman,Harriet Harman,,Harriet Harman,Harriet Harman,Harriet Harman,,Harriet Harman,Harriet Harman,Harriet Harman,,Harrietta Harman,Harriet Harman,Harriet Harman,Harriet Harman,Harriet Harman,"https://upload.wikimedia.org/wikipedia/commons/6/6d/Harriet_Harman,_2014.jpg",female,,1950-07-30,/m/01zpc7,,Harriet,harriet-harman,,commons/ms-harriet-harman/150,ms-harriet-harman,Harriet Harman,Гарриет Гарман,,夏雅雯,Гаррієт Гарман,夏雅雯,,Harriet Harman,Harriet Harman,,Harriet Harman,Harriet Harman,"Гарман, Гарриет",,Гаррієт Гарман,夏雅雯,夏雅雯,,91994068,,,,,ハリエット・ハーマン,ハリエット・ハーマン,,,,,,,,,Harriet Harmanová,,,,,,,,,,,,,,Harriet Harman,,,,,,,,,,,,,,,,,,הארייט הרמן,,,,Harriet Harmanová,,,הארייט הרמן,,The Right Honourable,Χάριετ Χάρμαν,,,,,,,,,,,,,हैरिएट हर्मन,हैरिएट हर्मन,Harriet Harman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150
Q251095,,,Caroline Flint,Caroline Flint,Caroline Flint,,,,Caroline Flint,,Caroline Flint,Caroline Flint,,,,,,,Caroline Flint,Category:Caroline Flint,Caroline Flint,Caroline Flint,,,,,,,,,Caroline Flint,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Caroline_Flint_2.jpg,female,,1961-09-20,,,Caroline,caroline-flint,,commons/caroline-flint/389,ms-caroline-flint,,Керолайн Флінт,,,Керолайн Флінт,,,,,,,,,,Керолайн Флінт,,,,78895481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CarolineFlintMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389
Q258088,,,Debbie Abrahams,,Debbie Abrahams,,,Debbie Abrahams,Debbie Abrahams,,Debbie Abrahams,Debbie Abrahams,,,,,,,Debbie Abrahams,,,Debbie Abrahams,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Debbie_Abrahams_MP.jpg,female,,1960-09-15,,,Debbie,,,commons/debbie-abrahams/4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212
Q258292,,,Nigel Adams,,Nigel Adams,,,Nigel Adams,Nigel Adams,,Nigel Adams,Nigel Adams,,,,,,,Nigel Adams,,,Nigel Adams,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Nigel_Adams_MP.jpg,male,,1966-11-30,,,Nigel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q258473,Adam Afriyie,,Adam Afriyie,,Adam Afriyie,,,,Adam Afriyie,,Adam Afriyie,Adam Afriyie,,,,,,,Adam Afriyie,Category:Adam Afriyie,,Adam Afriyie,,,,,,,Adam Afriyie,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Adam_Afriyie_on_street.jpg,male,,1965-08-04,,,Adam,,mp122427,commons/adam-afriyie/1586,mr-adam-afriyie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Afriyie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://adamafriyie.org,,,,,,,,Adam Afriyie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586
Q258586,,,Nadine Dorries,,Nadine Dorries,,,Nadine Dorries,Nadine Dorries,Nadine Dorries,Nadine Dorries,Nadine Dorries,,Nadine Dorries,Nadine Dorries,Nadine Dorries,Nadine Dorries,Nadine Dorries,Nadine Dorries,,,Nadine Dorries,Nadine Dorries,,,Nadine Dorries,,,,,,,,,female,,1957-05-21,,,Nadine,nadine-dorries,,commons/nadine-dorries/1481,ms-nadine-dorries,,,,,,,,,,,,,,,,,,,36701710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadine Dorries,Nadine Dorries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481
Q258963,,,Peter Aldous,,Peter Aldous,,,Peter Aldous,Peter Aldous,Peter Aldous,Peter Aldous,Peter Aldous,,Peter Aldous,Peter Aldous,Peter Aldous,Peter Aldous,Peter Aldous,Peter Aldous,,,Peter Aldous,,,,,,,,,,,,,male,,1961-08-26,,,Peter,,,commons/peter-aldous/4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069
Q259359,,,Heidi Alexander,,Heidi Alexander,,,,Heidi Alexander,Heidi Alexander,Heidi Alexander,Heidi Alexander,,Heidi Alexander,Heidi Alexander,Heidi Alexander,Heidi Alexander,Heidi Alexander,Heidi Alexander,,,Heidi Alexander,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Heidi_Alexander_MP_Robin_Hood_Tax.jpg,female,,1975-04-17,,,Heidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q259361,,,Nadhim Zahawi,,Nadhim Zahawi,,,,Nadhim Zahawi,,Nadhim Zahawi,Nadhim Zahawi,,,,,,,Nadhim Zahawi,,,Nadhim Zahawi,,,,Nadhim Zahawi,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Nadahim_Zahawi.jpg,male,,1967-06-02,,,,,,commons/nadhim-zahawi/4113,,,,,,,,,,,,,,,,,,,,250700437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ناظم الزهاوي,,,,,,,,,,,,,,,,ناظم الزهاوي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadim Zehawî,Nadim Zehawî,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113
Q259423,,,Rushanara Ali,,Rushanara Ali,,,,Rushanara Ali,Rushanara Ali,Rushanara Ali,Rushanara Ali,,Rushanara Ali,Rushanara Ali,Rushanara Ali,Rushanara Ali,Rushanara Ali,Rushanara Ali,,,Rushanara Ali,,,,Rushanara Ali,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Rali2.jpg,female,,1975-03-14,,,,,,commons/rushanara-ali/4138,,,,,,,,,,,,,,,,,,,,173050823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148497039,,,,,,,,,,,,,,,,,,,,,,,,,,,,rushanaraali,,,,,,,,,,,,,,,,,,,,,,,,,,,ਰੁਸ਼ਨਾਰਾ ਅਲੀ,,,,,,,,,,,,ਰੁਸ਼ਨਾਰਾ ਅਲੀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,রুশনারা আলী,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,রুশনারা আলী,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138
Q259601,,,Graham Allen,,Graham Allen,,,,Graham Allen,Graham Allen,Graham Allen,Graham Allen,,Graham Allen,Graham Allen,,,,Graham Allen,,,Graham Allen (politician),,,,,,,,,,,Graham Allen,,male,,1953-01-11,,,Graham,graham-allen,,,mr-graham-allen,,,,,,,گراهام آلن,,,,,,,,,,,0000 0001 1480 7348,120047999,,,,,,,151000330,116667141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Γράχαμ Άλεν,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q259646,,,David Amess,,David Amess,,,,David Amess,David Amess,David Amess,David Amess,,David Amess,David Amess,,,,David Amess,,,David Amess,,,,,,,,,,,David Amess,https://upload.wikimedia.org/wikipedia/commons/8/8a/David_Amess_MP_in_Office.jpg,male,,1952-03-26,,,David,,,commons/sir-david-amess/44,mr-david-amess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Q259707,,,Stuart Andrew,,Stuart Andrew,,,,Stuart Andrew,,Stuart Andrew,,,Stuart Andrew,Stuart Andrew,,,,Stuart Andrew,,,Stuart Andrew,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Stuart_Andrew.jpg,male,,1971-11-25,,,Stuart,,,,,,,,,,,استوارت اندرو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StuartAndrewMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q259895,,,Jon Ashworth,,Jon Ashworth,,,,Jon Ashworth,,Jon Ashworth,Jon Ashworth,,Jon Ashworth,Jon Ashworth,,,,Jon Ashworth,,,Jon Ashworth,,,,,,,,,,Jon Ashworth,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Jon_Ashworth_MP.jpg,male,,1978-10-14,,,Jon,jon-ashworth,,,,,,,榮·阿什沃斯,,,,,,,,,,,,,榮·阿什沃斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q259935,,,Ian Austin,,Ian Austin,,,,Ian Austin,,Ian Austin,Ian Austin,,,,,,,Ian Austin,,,Ian Austin (politician),,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Ian_Austin_MP.jpg,male,,1965-03-08,,,Ian,,,,,,,,,,區義安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,區義安,,,,,,,,,,,,,,Ίαν Ώστιν,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
